NCT_ID,Drug_Clean,Disease,endpoint_readout,endpoint_organ,drug_organ,endpoint_mech_category,is_on_mech_surrogate,is_surrogate_pass
NCT04944784,Reldesemtiv,Amyotrophic Lateral Sclerosis,SYMPTOM_SCALE,other,unk,ambiguous,0,0
NCT04720664,SM-88,Breast Cancer,other,oncology,cardiac,off_mech,0,0
NCT04551053,parsaclisib,Myelofibrosis; Primary Myelofibrosis; Post Essential Thrombocythemia Myelofibrosis; Post Polycythemia Vera Myelofibrosis,BIOMARKER,hematologic,oncology,off_mech,0,0
NCT04551066,parsaclisib,Myelofibrosis; Primary Myelofibrosis; Post Essential Thrombocythemia Myelofibrosis; Post Polycythemia Vera Myelofibrosis,BIOMARKER,hematologic,oncology,off_mech,0,0
NCT04393038,ABX464,COVID-19,SYMPTOM_SCALE,respiratory,unk,off_mech,0,0
NCT04529499,favipiravir,Covid19,ORGAN_FUNCTION,respiratory,infection,off_mech,0,0
NCT04534283,abemaciclib,Cancer; Cancer Metastatic; BRAF V600E; MEK1 Gene Mutation; MEK2 Gene Mutation; ERK Mutation; RAF1 Gene Mutation,other,oncology,oncology,ambiguous,0,0
NCT04504734,Bucillamine,Covid19,CLINICAL_EVENT,other,msk,clinical_off_or_other,0,0
NCT04173273,etrasimod,Crohn's Disease,other,other,oncology,ambiguous,0,0
NCT04578548,GLPG2737,Autosomal Dominant Polycystic Kidney Disease,BIOMARKER,renal,unk,off_mech,0,0
NCT04447235,losartan,Cancer Patients With COVID-19 Infection,CLINICAL_EVENT,infection,cardiac,clinical_off_or_other,0,0
NCT04271475,macitentan,Chronic Thromboembolic Pulmonary Hypertension,ORGAN_FUNCTION,respiratory,cardiac,off_mech,0,0
NCT04523090,nitazoxanide,COVID-19,SYMPTOM_SCALE,other,infection,ambiguous,0,0
NCT04504032,rivaroxaban,COVID-19,CLINICAL_EVENT,respiratory,hematologic,clinical_off_or_other,0,0
NCT04459715,Xevinapant,Cell Carcinoma,CLINICAL_EVENT,hepatic,unk,clinical_off_or_other,0,0
NCT03942419,atropine,Myopia,other,other,metabolic,ambiguous,0,0
NCT03340727,caffeine,Apnea of Prematurity,CLINICAL_EVENT,other,cns,clinical_off_or_other,0,0
NCT03890120,Cilofexor,Primary Sclerosing Cholangitis,BIOMARKER,hepatic,unk,off_mech,0,0
NCT03926624,DFP-10917,"Leukemia, Myeloid, Acute",BIOMARKER,hematologic,unk,off_mech,0,0
NCT03791398,Dose ONC201,metastatic colorectal cancer,other,other,unk,ambiguous,0,0
NCT02644525,imatinib,Loiasis,other,other,oncology,ambiguous,0,0
NCT04163900,NUC-1031,Tract Cancer,SYMPTOM_SCALE,oncology,unk,off_mech,0,0
NCT03955471,niraparib,Ovarian Cancer,other,oncology,oncology,ambiguous,0,0
NCT03762265,Rilzabrutinib,Pemphigus,BIOMARKER,hematologic,unk,off_mech,0,0
NCT03682055,VK-2019,Nasopharyngeal Carcinoma,CLINICAL_EVENT,other,unk,clinical_off_or_other,0,0
NCT03599622,BMS-986165,Granulomatous Colitis; Crohn's Disease; Crohn's Enteritis; Granulomatous Enteritis,BIOMARKER,hematologic,oncology,off_mech,0,0
NCT03395288,D-Mannose,Urinary Tract Infections,CLINICAL_EVENT,infection,hematologic,clinical_off_or_other,0,0
NCT03645603,Dexmedetomidine,Withdrawal Syndrome,SYMPTOM_SCALE,other,cns,ambiguous,0,0
NCT03372603,GSK2798745,Cough,BIOMARKER,other,unk,ambiguous,0,0
NCT03628391,haloperidol,Delirium; Critical Illness; Intensive Care Psychosis; Cognitive Impairment; Cognitive Decline,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT03506373,ibrutinib,Recurrent Waldenstrom Macroglobulinemia; Refractory Waldenstrom Macroglobulinemia; Waldenstrom Macroglobulinemia,other,oncology,oncology,ambiguous,0,0
NCT03467217,losartan,NAFLD - Nonalcoholic Fatty Liver Disease,SYMPTOM_SCALE,other,cardiac,ambiguous,0,0
NCT03572478,rucaparib,Endometrial Cancer,other,other,oncology,ambiguous,0,0
NCT03530293,valbenazine,Tourette Syndrome,CLINICAL_EVENT,other,cns,clinical_off_or_other,0,0
NCT03523728,Venglustat,"Polycystic Kidney, Autosomal Dominant",BIOMARKER,renal,unk,off_mech,0,0
NCT03517566,ZPL389,Atopic Dermatitis,SYMPTOM_SCALE,other,unk,ambiguous,0,0
NCT03690141,eFT508,Prostate Cancer,other,oncology,unk,off_mech,0,0
NCT03131206,alectinib,Lung Cancer,BIOMARKER,other,oncology,ambiguous,0,0
NCT02759120,Antimicrobial therapy: Co-trimoxazole or Doxycycline,Idiopathic Pulmonary Fibrosis,CLINICAL_EVENT,respiratory,infection,clinical_off_or_other,0,0
NCT02587962,birinapant,Solid Tumors,BIOMARKER,other,unk,ambiguous,0,0
NCT03028740,Cenicriviroc,Nonalcoholic Steatohepatitis,BIOMARKER,hepatic,unk,off_mech,0,0
NCT03170232,Danirixin,Disease Progression in Chronic Obstructive Pulmonary Disease,ORGAN_FUNCTION,metabolic,unk,off_mech,0,0
NCT03063203,decitabine,Acute Myeloid Leukemia,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03071692,K-877,diabeTes,CLINICAL_EVENT,cardiac,cardiac,clinical_on_mech,0,0
NCT02972658,Lanabecestat,Alzheimer's Disease,BIOMARKER,cns,unk,off_mech,0,0
NCT02932475,metformin,Type 2 Diabetes,CLINICAL_EVENT,metabolic,metabolic,clinical_on_mech,0,0
NCT02902484,nintedanib,Advanced Pancreatic Cancer,BIOMARKER,other,oncology,ambiguous,0,0
NCT03176277,ONO-7475 once daily,Acute Leukemia,CLINICAL_EVENT,other,unk,clinical_off_or_other,0,0
NCT02907918,Palbociclib,Breast Cancer,BIOMARKER,hepatic,oncology,off_mech,0,0
NCT03151408,Pracinostat,Acute Myeloid Leukemia,CLINICAL_EVENT,oncology,unk,clinical_off_or_other,0,0
NCT02960217,UX007,Glucose Transporter Type 1 Deficiency Syndrome (Glut1 DS),SYMPTOM_SCALE,other,metabolic,ambiguous,0,0
NCT03154333,diacerein 1%,epidermolysis bullosa,other,oncology,msk,off_mech,0,0
NCT02771626,CB-839,With Melanoma,CLINICAL_EVENT,other,unk,clinical_off_or_other,0,0
NCT02858362,Ezutromid,Duchenne Muscular Dystrophy,other,other,unk,ambiguous,0,0
NCT02641639,Fosbretabulin,Subjects With Platinum Resistant Ovarian Cancer,CLINICAL_EVENT,oncology,unk,clinical_off_or_other,0,0
NCT02603146,hydroxychloroquine,Rheumatoid Arthritis,SYMPTOM_SCALE,other,infection,ambiguous,0,0
NCT02817906,lumateperone,Alzheimer's Disease,SYMPTOM_SCALE,other,cns,ambiguous,0,0
NCT02703272,ibrutinib,Hodgkin Lymphoma,BIOMARKER,other,oncology,ambiguous,0,0
NCT02814019,idebenone,Duchenne Muscular Dystrophy (DMD),ORGAN_FUNCTION,respiratory,cns,off_mech,0,0
NCT02783573,Lanabecestat,Alzheimer's Disease,BIOMARKER,cns,unk,off_mech,0,0
NCT02587351,metoprolol,Chronic Obstructive Pulmonary Disease,CLINICAL_EVENT,respiratory,cardiac,clinical_off_or_other,0,0
NCT02847650,PF-06649751,Parkinson's Disease,SYMPTOM_SCALE,other,unk,ambiguous,0,0
NCT02862600,perhexiline,"Cardiomyopathy, Hypertrophic; Cardiomyopathy, Hypertrophic, Familial",other,other,cardiac,ambiguous,0,0
NCT02691182,SPN-810,Attention Deficit Hyperactivity Disorder (ADHD),SYMPTOM_SCALE,other,cns,ambiguous,0,0
NCT02779777,Tipifarnib,Myelodysplastic Syndromes,BIOMARKER,hematologic,unk,off_mech,0,0
NCT02687815,vitamin D3,Asthma,CLINICAL_EVENT,respiratory,metabolic,clinical_off_or_other,0,0
NCT02372578,ASP3662,Painful Diabetic Peripheral Neuropathy (PDPN),SYMPTOM_SCALE,cns,unk,off_mech,0,0
NCT02449655,AZD2014,Advanced Gastric Adenocarcinoma,other,oncology,unk,off_mech,0,0
NCT02497612,Artefenomel,Plasmodium Falciparum Infection,BIOMARKER,infection,unk,off_mech,0,0
NCT02699385,Domperidone,Gastroenteritis,other,other,metabolic,ambiguous,0,0
NCT02418000,E6201,AML; MDS; CMML,other,other,unk,ambiguous,0,0
NCT02368691,GTx-024,Breast Cancer,other,oncology,unk,off_mech,0,0
NCT02545283,Idasanutlin,Acute Myeloid Leukemia,CLINICAL_EVENT,hematologic,unk,clinical_off_or_other,0,0
NCT02443337,LY3023414,Lung Cancer,BIOMARKER,oncology,unk,off_mech,0,0
NCT02332928,melatonin,for Cancer,SYMPTOM_SCALE,oncology,cns,off_mech,0,0
NCT02393209,TAK-117,Lung Cancer,BIOMARKER,hematologic,unk,off_mech,0,0
NCT02449681,TH-4000 (Tarloxotinib),Treatment of Patients With Recurrent or Metastatic Squamous Cell Carcinoma,other,oncology,unk,off_mech,0,0
NCT02454842,TH-4000 (Tarloxotinib),Lung Cancer,other,oncology,unk,off_mech,0,0
NCT02418572,testosterone,Infertility; Poor Ovarian Response,SYMPTOM_SCALE,cardiac,endocrine,off_mech,0,0
NCT02599961,UX007,Glucose Transporter Type 1 Deficiency Syndrome,CLINICAL_EVENT,other,metabolic,clinical_off_or_other,0,0
NCT02454855,melatonin,Metastatic Cancer,SYMPTOM_SCALE,other,cns,ambiguous,0,0
NCT02095717,Curcumin,Prostate Cancer,CLINICAL_EVENT,oncology,unk,clinical_off_or_other,0,0
NCT02245737,Lanabecestat,Alzheimer's Disease,BIOMARKER,cns,unk,off_mech,0,0
NCT02100007,ME-344,Solid Tumors,SYMPTOM_SCALE,other,unk,ambiguous,0,0
NCT02313909,rivaroxaban,Stroke,CLINICAL_EVENT,cns,hematologic,clinical_off_or_other,0,0
NCT02119676,ruxolitinib,Colorectal Cancer,CLINICAL_EVENT,oncology,derm,clinical_off_or_other,0,0
NCT02058108,telbivudine,Chronic Hepatitis B,BIOMARKER,infection,infection,on_mech_surrogate,1,1
NCT02147873,birinapant,Myelodysplastic Syndrome (MDS); Chronic Myelomonocytic Leukemia (CMML),other,oncology,unk,off_mech,0,0
NCT02138786,selinexor,Richter's Transformation,BIOMARKER,hematologic,oncology,off_mech,0,0
NCT01756053,ABT-089,Nicotine Addiction,BIOMARKER,cns,unk,off_mech,0,0
NCT01793298,ASM-024,Asthma,ORGAN_FUNCTION,respiratory,unk,off_mech,0,0
NCT01907815,Akt Inhibitor GSK2141795,Acute Myeloid Leukemia,BIOMARKER,hematologic,unk,off_mech,0,0
NCT02029274,siponimod,Active Dermatomyositis,SYMPTOM_SCALE,other,oncology,ambiguous,0,0
NCT02204332,Cabazitaxel,Metastatic Colorectal Cancer,other,oncology,oncology,ambiguous,0,0
NCT01980199,fexinidazole,Visceral Leishmaniasis,other,other,infection,ambiguous,0,0
NCT01777256,GSK2586184,Systemic Lupus Erythematosus,BIOMARKER,other,unk,ambiguous,0,0
NCT01798485,Ganetespib,NSCLC,CLINICAL_EVENT,oncology,unk,clinical_off_or_other,0,0
NCT01805791,HMPL-004,Ulcerative Colitis,BIOMARKER,hematologic,unk,off_mech,0,0
NCT01774604,Indomethacin,Post-ERCP Acute Pancreatitis,other,other,cardiac,ambiguous,0,0
NCT01862224,JNJ-38518168,Rheumatoid Arthritis,BIOMARKER,other,unk,ambiguous,0,0
NCT01849874,"MEK162, MEK inhibitor",Peritoneal Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT01852110,MK-7622,Alzheimer's Disease,SYMPTOM_SCALE,cns,unk,off_mech,0,0
NCT01794000,prasugrel,Sickle Cell Disease,CLINICAL_EVENT,other,hematologic,clinical_off_or_other,0,0
NCT01865084,tadalafil,"Muscular Dystrophy, Duchenne",ORGAN_FUNCTION,respiratory,endocrine,off_mech,0,0
NCT01944943,Vismodegib,cell Lymphoma,other,oncology,oncology,ambiguous,0,0
NCT01870609,defactinib (VS-6063),Malignant Pleural Mesothelioma,CLINICAL_EVENT,oncology,unk,clinical_off_or_other,0,0
NCT01318642,AMG,Adenocarcinoma of the Pancreas; Locally Advanced; Unresectable,CLINICAL_EVENT,oncology,unk,clinical_off_or_other,0,0
NCT01646125,AUY922,NSCLC,CLINICAL_EVENT,oncology,unk,clinical_off_or_other,0,0
NCT01571895,DF2156A,Bullous Pemphigoid,other,other,unk,ambiguous,0,0
NCT01514864,Dasatinib,Advanced Cancer,other,oncology,oncology,ambiguous,0,0
NCT01719861,desipramine,Lung Cancer,CLINICAL_EVENT,oncology,cns,clinical_off_or_other,0,0
NCT01975727,dexamethasone,Postoperative Nausea and Vomiting; Vomiting,other,other,derm,ambiguous,0,0
NCT01687998,Evacetrapib,Cardiovascular Diseases,CLINICAL_EVENT,cardiac,unk,clinical_off_or_other,0,0
NCT01679951,JNJ-38518168,Rheumatoid Arthritis,BIOMARKER,other,unk,ambiguous,0,0
NCT01687478,olanzapine,Treatment-resistant Depression,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT01771198,simvastatin,Rhinosinusitis,SYMPTOM_SCALE,renal,cardiac,off_mech,0,0
NCT01709734,galeterone,Prostate Cancer,other,other,unk,ambiguous,0,0
NCT01385293,BKM120,Prostate Cancer,CLINICAL_EVENT,oncology,unk,clinical_off_or_other,0,0
NCT01316939,GSK1605786A,Crohn's Disease,BIOMARKER,hematologic,unk,off_mech,0,0
NCT01405846,gefitinib,Lung Cancer; Head and Neck Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT01103583,hydroxyurea,Multiple Sclerosis,other,other,oncology,ambiguous,0,0
NCT01467076,Inhaled PGE1,newborn respiratory distress syndrome,other,other,endocrine,ambiguous,0,0
NCT01387958,LCQ908,Hepatitis C,BIOMARKER,infection,unk,off_mech,0,0
NCT01275248,ondansetron,Obsessive-compulsive Disorder,SYMPTOM_SCALE,other,metabolic,ambiguous,0,0
NCT01391611,pazopanib eye drops,Gastrointestinal Stromal Tumor (GIST),CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT01287221,rifampin,Multiple System Atrophy,BIOMARKER,cns,infection,off_mech,0,0
NCT01244191,Tivantinib,Lung Cancer,CLINICAL_EVENT,oncology,unk,clinical_off_or_other,0,0
NCT01362348,pazopanib eye drops,wet macular degeneration,other,oncology,oncology,ambiguous,0,0
NCT01130246,"A-002, varespladib methyl",Acute Coronary Syndrome,CLINICAL_EVENT,cardiac,unk,clinical_off_or_other,0,0
NCT01205828,ABT-888,Liver Cancer,other,other,oncology,ambiguous,0,0
NCT01059448,AMG,rheumatoid arthritis,SYMPTOM_SCALE,other,unk,ambiguous,0,0
NCT01151215,AZD8931,Breast Cancer,CLINICAL_EVENT,oncology,unk,clinical_off_or_other,0,0
NCT01285310,apremilast,Patients With Rheumatoid Arthritis,BIOMARKER,cns,oncology,off_mech,0,0
NCT01251354,BN83495,Endometrial Cancer,CLINICAL_EVENT,oncology,unk,clinical_off_or_other,0,0
NCT01131351,delamanid,Tuberculosis,BIOMARKER,cardiac,infection,off_mech,0,0
NCT01067144,gabapentin,Pain; Breast Cancer; Lung Cancer,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT01097707,LY500307,Benign Prostatic Hyperplasia,SYMPTOM_SCALE,other,unk,ambiguous,0,0
NCT01038739,mesalamine,Diverticulitis,CLINICAL_EVENT,other,metabolic,clinical_off_or_other,0,0
NCT00822900,progesterone,Traumatic Brain Injury,CLINICAL_EVENT,other,endocrine,clinical_off_or_other,0,0
NCT01055067,Tivantinib,Non-CNS Germ Cell Tumors (Seminomas and Nonseminomas),CLINICAL_EVENT,oncology,unk,clinical_off_or_other,0,0
NCT01061671,simvastatin,Moderate and Severe COPD,CLINICAL_EVENT,respiratory,cardiac,clinical_off_or_other,0,0
NCT01227512,tolvaptan,Hyponatremia; Dilutional Hyponatremia; Inappropriate ADH Syndrome,CLINICAL_EVENT,other,cardiac,clinical_off_or_other,0,0
NCT05036317,empagliflozin,Postprandial Hypoglycemia,SYMPTOM_SCALE,other,metabolic,ambiguous,0,0
NCT04706507,ganciclovir,respiratory failure,SYMPTOM_SCALE,respiratory,sensory,off_mech,0,0
NCT04478266,SAR439859,Advanced Breast Cancer,CLINICAL_EVENT,oncology,unk,clinical_off_or_other,0,0
NCT03192215,apixaban,Stroke,CLINICAL_EVENT,cns,hematologic,clinical_off_or_other,0,0
NCT03504917,RO5285119,Autism Spectrum Disorder,CLINICAL_EVENT,other,unk,clinical_off_or_other,0,0
NCT03436420,Gemcabene,Non-Alcoholic Fatty Liver Disease,other,hepatic,unk,off_mech,0,0
NCT02722369,hydroxychloroquine,Lung Cancer,CLINICAL_EVENT,other,infection,clinical_off_or_other,0,0
NCT02618577,edoxaban,Atrial High Rate Episodes,CLINICAL_EVENT,cns,hematologic,clinical_off_or_other,0,0
NCT02956486,Elenbecestat,Alzheimer's Disease,SYMPTOM_SCALE,cns,unk,off_mech,0,0
NCT07194694,bupivacaine,Pain,BIOMARKER,cns,cns,on_mech_surrogate,1,1
NCT06576882,amoxicillin,Helicobacter Pylori Infection; Gastritis; Vonoprazan; Adolescents,other,other,infection,ambiguous,0,0
NCT06318481,clopidogrel,"Stent Thrombosis; Myocardial Infarction, Acute",CLINICAL_EVENT,cardiac,hematologic,clinical_off_or_other,0,0
NCT06192108,dapagliflozin,Type 2 Diabetes,BIOMARKER,metabolic,metabolic,on_mech_surrogate,1,1
NCT06415773,dapagliflozin,Type 2 Diabetes,BIOMARKER,metabolic,metabolic,on_mech_surrogate,1,1
NCT07028697,daridorexant,insomnia,ORGAN_FUNCTION,cns,cns,on_mech_surrogate,1,1
NCT07289945,desflurane,Early Recovery in Elderly Patients; Cognitive Function,other,other,cns,ambiguous,0,0
NCT05214911,desloratadine,allergic rhinitis,SYMPTOM_SCALE,other,respiratory,ambiguous,0,0
NCT07326904,esomeprazole,Gastro Oesophageal Reflux Disease,SYMPTOM_SCALE,other,metabolic,ambiguous,0,0
NCT06590870,fentanyl,Procedural Pain,other,other,cns,ambiguous,0,0
NCT06206408,fezolinetant,hot flashes,SYMPTOM_SCALE,other,endocrine,ambiguous,0,0
NCT06685679,melatonin,"Neonatal Diseases and Abnormalities; Neonatal Mortality; Pulmonary Arterial Hypertension; Pulmonary Arterial Hypertension, Children",other,respiratory,cns,off_mech,0,0
NCT05486416,propofol,General Anesthesia,other,other,cns,ambiguous,0,0
NCT06391931,propofol,Anesthesia,other,other,cns,ambiguous,0,0
NCT06714669,remimazolam,intraoperative hypotension,BIOMARKER,cardiac,cns,off_mech,0,0
NCT06744777,ribavirin,Dengue Hemorrhagic Fever,other,other,infection,ambiguous,0,0
NCT06466369,tadalafil,BPH With Other Lower Urinary Tract Symptoms,SYMPTOM_SCALE,other,endocrine,ambiguous,0,0
NCT06258785,tizanidine,postoperative urinary retention,other,other,msk,ambiguous,0,0
NCT05761574,acetaminophen,Pain,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT05586971,allopurinol,gout,BIOMARKER,other,msk,ambiguous,0,0
NCT06088043,apremilast,plaque psoriasis,SYMPTOM_SCALE,oncology,oncology,ambiguous,0,0
NCT06108544,apremilast,plaque psoriasis,SYMPTOM_SCALE,oncology,oncology,ambiguous,0,0
NCT05861427,atogepant,migraine,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT05878093,budesonide,Chronic Rhinosinusitis With Nasal Polyps,SYMPTOM_SCALE,other,metabolic,ambiguous,0,0
NCT06165679,bupivacaine,hemodynamic instability,CLINICAL_EVENT,other,cns,clinical_off_or_other,0,0
NCT06616441,bupivacaine,postoperative pain,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT05682326,daprodustat,anemia,CLINICAL_EVENT,other,hematologic,clinical_off_or_other,0,0
NCT06010693,daridorexant,insomnia,ORGAN_FUNCTION,cns,cns,on_mech_surrogate,1,1
NCT05988671,dexamethasone,Laparoscopic Cholecystectomy; Postoperative Nausea and Vomiting,other,other,derm,ambiguous,0,0
NCT05763875,ezetimibe,Hypercholesterolemia,CLINICAL_EVENT,metabolic,cardiac,clinical_off_or_other,0,0
NCT05692154,fexofenadine,seasonal allergic rhinitis,CLINICAL_EVENT,other,respiratory,clinical_off_or_other,0,0
NCT05690698,haloperidol,Hyperactive Delirium,CLINICAL_EVENT,oncology,cns,clinical_off_or_other,0,0
NCT05754996,lactulose,hepatic encephalopathy,other,hepatic,metabolic,off_mech,0,0
NCT05794555,lactulose,Cirrhosis,CLINICAL_EVENT,hepatic,metabolic,clinical_off_or_other,0,0
NCT05763823,letermovir,Prevention of Cytomegalovirus Infection,other,infection,infection,ambiguous,0,0
NCT06846307,mannitol,traumatic brain injury,other,other,hematologic,ambiguous,0,0
NCT06103188,melatonin,Anxiety; Preoperative Anxiety,BIOMARKER,other,cns,ambiguous,0,0
NCT05680129,metformin,T2DM; Type 2 Diabetes Mellitus,BIOMARKER,metabolic,metabolic,on_mech_surrogate,1,1
NCT06042855,metformin,Covid19,CLINICAL_EVENT,other,metabolic,clinical_off_or_other,0,0
NCT06297954,metoclopramide,upper gastrointestinal bleeding,SYMPTOM_SCALE,other,metabolic,ambiguous,0,0
NCT05458609,naltrexone,Alcohol Use Disorder,SYMPTOM_SCALE,other,cns,ambiguous,0,0
NCT05630833,nitrofurantoin,Recurrent urinary tract infections,SYMPTOM_SCALE,infection,infection,ambiguous,0,0
NCT05680870,omeprazole,in Cancer,SYMPTOM_SCALE,cns,metabolic,off_mech,0,0
NCT06091436,progesterone,Infertility,other,other,endocrine,ambiguous,0,0
NCT05615025,propofol,"Anesthesia, General; Neuromuscular Transmission Disorders",other,other,cns,ambiguous,0,0
NCT05836545,remimazolam,Healthy,other,other,cns,ambiguous,0,0
NCT06013345,remimazolam,atrial fibrillation,CLINICAL_EVENT,other,cns,clinical_off_or_other,0,0
NCT05810038,rimegepant,migraine,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT05779241,risperidone,Schizophrenia; Schizoaffective Disorder,BIOMARKER,other,cns,ambiguous,0,0
NCT05773846,ropivacaine,Post-surgical Pain,BIOMARKER,cns,cns,on_mech_surrogate,1,1
NCT06103825,solriamfetol,sleep apnea,other,cns,cns,ambiguous,0,0
NCT05753670,tamsulosin,Postoperative Retention of Urine,other,other,endocrine,ambiguous,0,0
NCT06135415,tirbanibulin,actinic keratosis,BIOMARKER,oncology,derm,off_mech,0,0
NCT06278402,tofacitinib,Alopecia Areata; Alopecia Totalis; Alopecia Universalis,other,other,oncology,ambiguous,0,0
NCT06215820,tramadol,Acute Pain; Post Operative Pain; Pain,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT06215859,tramadol,Acute Pain; Post Operative Pain; Pain,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT05811676,tranexamic acid,"Hemorrhage, Postpartum; Placenta Previa",CLINICAL_EVENT,other,hematologic,clinical_off_or_other,0,0
NCT06288685,triamcinolone,pain,SYMPTOM_SCALE,cns,endocrine,off_mech,0,0
NCT06122649,apremilast,plaque psoriasis,SYMPTOM_SCALE,other,oncology,ambiguous,0,0
NCT05639946,brivaracetam,neuropathic pain,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT05726097,prucalopride,Colon Cancer; Inflammatory Bowel Diseases; Gastrointestinal Bleed; Colon Polyp,other,other,metabolic,ambiguous,0,0
NCT05174065,apremilast,palmoplantar pustulosis,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT05216263,atogepant,chronic migraine,other,other,cns,ambiguous,0,0
NCT05311475,azelastine,seasonal allergic rhinitis,SYMPTOM_SCALE,other,respiratory,ambiguous,0,0
NCT05292586,beclomethasone dipropionate,asthma,ORGAN_FUNCTION,respiratory,respiratory,on_mech_surrogate,1,1
NCT05656027,brimonidine,presbyopia,other,other,sensory,ambiguous,0,0
NCT05624151,bupivacaine,pain,other,other,cns,ambiguous,0,0
NCT05430217,buspirone,Vertigo; Autonomic Dysfunction,SYMPTOM_SCALE,other,cns,ambiguous,0,0
NCT05485805,caffeine,Pain,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT05439616,cariprazine,autism spectrum disorder,SYMPTOM_SCALE,other,cns,ambiguous,0,0
NCT05439356,colchicine,Ischemic stroke,CLINICAL_EVENT,cns,msk,clinical_off_or_other,0,0
NCT05196347,dapagliflozin,Chronic Kidney Diseases,ORGAN_FUNCTION,renal,metabolic,off_mech,0,0
NCT05438875,eltrombopag,purpura,BIOMARKER,hematologic,hematologic,on_mech_surrogate,1,1
NCT05364190,empagliflozin,Chronic Heart Failure; Acute Heart Failure; Diabetes Mellitus,CLINICAL_EVENT,other,metabolic,clinical_off_or_other,0,0
NCT05950061,escitalopram,Major Depressive Disorder,SYMPTOM_SCALE,other,cns,ambiguous,0,0
NCT05617820,estradiol,Dyspareunia,other,other,endocrine,ambiguous,0,0
NCT05570292,folic acid,Gastric Residual Volume,other,other,various,ambiguous,0,0
NCT05620641,gabapentin,Post Operative Nausea and Vomiting; Sleeve Gastrectomy; Morbid Obesity,other,other,cns,ambiguous,0,0
NCT05323734,ganaxolone,tuberous sclerosis,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT05475665,irbesartan,Essential Hypertension,BIOMARKER,cardiac,cardiac,on_mech_surrogate,1,1
NCT05476354,irbesartan,Essential Hypertension,BIOMARKER,cardiac,cardiac,on_mech_surrogate,1,1
NCT03941860,ixazomib citrate,Multiple Myeloma,CLINICAL_EVENT,oncology,unk,clinical_off_or_other,0,0
NCT05233566,ketamine,Postoperative Depression,other,other,cns,ambiguous,0,0
NCT05291598,ketorolac,total hip arthroplasty,BIOMARKER,cns,sensory,off_mech,0,0
NCT05629390,lotilaner,blepharitis,SYMPTOM_SCALE,other,sensory,ambiguous,0,0
NCT05167825,macitentan,Pulmonary Arterial Hypertension,other,cardiac,cardiac,ambiguous,0,0
NCT05137717,maribavir,cytomegalovirus infection,BIOMARKER,other,infection,ambiguous,0,0
NCT05174416,mavacamten,hypertrophic cardiomyopathy,ORGAN_FUNCTION,cardiac,cardiac,on_mech_surrogate,1,1
NCT05414175,mavacamten,cardiomyopathy,ORGAN_FUNCTION,cardiac,cardiac,on_mech_surrogate,1,1
NCT05582395,mavacamten,cardiomyopathy,SYMPTOM_SCALE,other,cardiac,ambiguous,0,0
NCT04979806,meropenem,Complicated Urinary Tract Infection; Acute Pyelonephritis,SYMPTOM_SCALE,infection,infection,ambiguous,0,0
NCT04826692,metformin,Huntington Disease,SYMPTOM_SCALE,cns,metabolic,off_mech,0,0
NCT05280496,metformin,Diabetes,BIOMARKER,metabolic,metabolic,on_mech_surrogate,1,1
NCT05413369,metformin,Type 2 Diabetes Mellitus,BIOMARKER,metabolic,metabolic,on_mech_surrogate,1,1
NCT05722951,metformin,Epilepsy,other,cns,metabolic,off_mech,0,0
NCT05097326,mifepristone,Labor induction,other,cardiac,endocrine,off_mech,0,0
NCT05424445,misoprostol,Labor induction,other,hepatic,endocrine,off_mech,0,0
NCT05355974,norepinephrine,Anesthesia-induced hypotension,BIOMARKER,cardiac,cardiac,on_mech_surrogate,1,1
NCT05027802,palovarotene,fibrodysplasia ossificans progressiva,CLINICAL_EVENT,other,msk,clinical_off_or_other,0,0
NCT05223166,pitolisant,excessive daytime sleepiness,other,other,cns,ambiguous,0,0
NCT05458128,pitolisant,idiopathic hypersomnia,CLINICAL_EVENT,other,cns,clinical_off_or_other,0,0
NCT05478174,propofol,General Anesthesia,other,other,cns,ambiguous,0,0
NCT05399485,rimegepant,migraine,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT05369793,roflumilast,type 2 diabetes mellitus,BIOMARKER,metabolic,respiratory,off_mech,0,1
NCT05301517,roxadustat,anemia,BIOMARKER,hematologic,hematologic,on_mech_surrogate,1,1
