aact_name,clean,nontherap_reason,n_trials
68Ga-NOTA-3P-TATE-RGD,68Ga-NOTA-3P-TATE-RGD,radiotracer/imaging,1
Active comparator: Modafinil + placebo,Active comparator: Modafinil + placebo,ext:placebo,1
Solifenacin placebo,Solifenacin placebo,ext:placebo,1
Metformin + placebo,Metformin + placebo,ext:placebo,1
placebo + Rosuvastatin,placebo + Rosuvastatin,ext:placebo,1
IV saline 0.9%,IV saline 0.9%,ext:saline,1
IN saline 0.9%,IN saline 0.9%,ext:saline,1
[68Ga]P15-041,[68Ga]P15-041,radiotracer/imaging,1
Gadolinium MRI,Gadolinium MRI,ext:gadolinium,1
NaCl 0.9% in Glucose 5% with 40mEq Potassium,NaCl 0.9% in Glucose 5% with 40mEq Potassium,canonical:NaCl 0.9%,1
BLI801 Placebo,BLI801 Placebo,ext:placebo,1
Placebo soft gelatin capsule,Placebo soft gelatin capsule,ext:placebo,1
"sevelamer, sodium bicarbonate, sodium chloride","sevelamer, sodium bicarbonate, sodium chloride",canonical:Sodium Chloride,1
18F DCFPyL- Radiopharmaceutica,18F DCFPyL- Radiopharmaceutica,radiotracer/imaging,1
Placebo (for Tamoxifen),Placebo (for Tamoxifen),ext:placebo,1
Placebo (Formulation B),Placebo (Formulation B),ext:placebo,1
Alirocumab placebo,Alirocumab placebo,ext:placebo,1
Placebo to match OBV/PTV/r and DSV,Placebo to match OBV/PTV/r and DSV,ext:placebo,1
IDP 120 Vehicle Gel,IDP 120 Vehicle Gel,ext:vehicle,1
Placebo to Triamcinolone Acetonide 40 mg,Placebo to Triamcinolone Acetonide 40 mg,ext:placebo,1
Placebo to Anakinra 100 mg,Placebo to Anakinra 100 mg,ext:placebo,1
99mTc MDP Injection:neutron-bombardment,99mTc MDP Injection:neutron-bombardment,radiotracer/imaging,1
68Ga-HBED-CC-PSMA PET/CT,68Ga-HBED-CC-PSMA PET/CT,radiotracer/imaging,1
Placebo IV Push,Placebo IV Push,ext:placebo,1
CHF6001 + placebo,CHF6001 + placebo,ext:placebo,1
CHF5259 + placebo,CHF5259 + placebo,ext:placebo,1
P-3074 Vehicle,P-3074 Vehicle,ext:vehicle,1
Finasteride Placebo,Finasteride Placebo,ext:placebo,1
SOR007 Ointment Placebo,SOR007 Ointment Placebo,ext:placebo,1
Placebo (for Fenofibrate),Placebo (for Fenofibrate),ext:placebo,1
Single Ascending Doses of placebo,Single Ascending Doses of placebo,ext:placebo,1
Multiple Ascending Doses of placebo,Multiple Ascending Doses of placebo,ext:placebo,1
Placebo matching ONO-4474,Placebo matching ONO-4474,ext:placebo,1
In double-blind phase: treatment with tofacitinib or placebo in 1:1 ratio,In double-blind phase: treatment with tofacitinib or placebo in 1:1 ratio,ext:placebo,1
Placebo with ethanol and placebo ethanol infusions,Placebo with ethanol and placebo ethanol infusions,ext:placebo,1
Fish Oil with ethanol and placebo ethanol infusions,Fish Oil with ethanol and placebo ethanol infusions,ext:placebo,1
99mTc-Etarfolatide,99mTc-Etarfolatide,radiotracer/imaging,1
NaCl (Control),NaCl (Control),ext:nacl,1
Vehicle Cream BID,Vehicle Cream BID,ext:vehicle,1
placebo mometasone,placebo mometasone,ext:placebo,1
Subcutaneous saline,Subcutaneous saline,ext:saline,1
SyB P-1501 placebo,SyB P-1501 placebo,ext:placebo,1
Placebo for LIPO-202,Placebo for LIPO-202,ext:placebo,1
Exenatide matching Placebo,Exenatide matching Placebo,ext:placebo,1
Placebo tracer,Placebo tracer,ext:placebo,1
Placebo (for experimental drug),Placebo (for experimental drug),ext:placebo,1
Placebo (for Voltaren),Placebo (for Voltaren),ext:placebo,1
Glimepiride placebo,Glimepiride placebo,ext:placebo,1
"Administration of study drug (esomeprazole, placebo tablet)","Administration of study drug (esomeprazole, placebo tablet)",ext:placebo,1
Placebo second day,Placebo second day,ext:placebo,1
Placebo first day,Placebo first day,ext:placebo,1
2cc 0.9% normal saline+3cc Triamcinolone (30mg),2cc 0.9% normal saline+3cc Triamcinolone (30mg),ext:saline,1
Diluent for LIQ865,Diluent for LIQ865,ext:diluent,1
Matching placebo tablet,Matching placebo tablet,ext:placebo,1
Placebo Butylphthalide Soft Capsules,Placebo Butylphthalide Soft Capsules,ext:placebo,1
DRV/COBI FDC placebo tablet,DRV/COBI FDC placebo tablet,ext:placebo,1
D/C/F/TAF FDC placebo tablets,D/C/F/TAF FDC placebo tablets,ext:placebo,1
Anti-TNF discontinuation: Physiological saline solution,Anti-TNF discontinuation: Physiological saline solution,ext:saline,1
Saline premedication (placebo),Saline premedication (placebo),ext:placebo,1
Normal Saline 10 ml,Normal Saline 10 ml,ext:saline,1
67% w/w sodium bicarbonate,67% w/w sodium bicarbonate,ext:sodium bicarbonate,1
50% w/w sodium bicarbonate,50% w/w sodium bicarbonate,ext:sodium bicarbonate,1
Intravenous normal saline administered at 250ml/hr,Intravenous normal saline administered at 250ml/hr,ext:saline,1
Intravenous normal saline administered at 125ml/hr,Intravenous normal saline administered at 125ml/hr,ext:saline,1
Placebo (Sterile diluent),Placebo (Sterile diluent),ext:placebo,1
35% w/w sodium bicarbonate,35% w/w sodium bicarbonate,ext:sodium bicarbonate,1
20% w/w sodium bicarbonate,20% w/w sodium bicarbonate,ext:sodium bicarbonate,1
0% w/w sodium bicarbonate,0% w/w sodium bicarbonate,ext:sodium bicarbonate,1
Placebo (for Rotarix dose 2),Placebo (for Rotarix dose 2),ext:placebo,1
Intravenous Saline injection,Intravenous Saline injection,ext:saline,1
HAL-MPE1 placebo,HAL-MPE1 placebo,ext:placebo,1
Placebo (ELLIPTA or DISKUS),Placebo (ELLIPTA or DISKUS),ext:placebo,1
Vehicle of ADX-102 Ophthalmic Drops,Vehicle of ADX-102 Ophthalmic Drops,ext:vehicle,1
Placebo for rovalpituzumab tesirine,Placebo for rovalpituzumab tesirine,ext:placebo,1
Placebo for dexamethasone,Placebo for dexamethasone,ext:placebo,1
Placebo co-administered with omeprazole,Placebo co-administered with omeprazole,ext:placebo,1
Oral single doses of placebo,Oral single doses of placebo,ext:placebo,1
Oral multiple doses of placebo,Oral multiple doses of placebo,ext:placebo,1
Sertraline Matching Placebo,Sertraline Matching Placebo,ext:placebo,1
Brexpiprazole Matching Placebo,Brexpiprazole Matching Placebo,ext:placebo,1
CD0271/CD1579 gel placebo,CD0271/CD1579 gel placebo,ext:placebo,1
CD5024 cream placebo,CD5024 cream placebo,ext:placebo,1
Danirixin matching placebo,Danirixin matching placebo,ext:placebo,1
Placebo via ELLIPTA,Placebo via ELLIPTA,ext:placebo,1
Placebo via DISKUS,Placebo via DISKUS,ext:placebo,1
"Sodium Chloride, (24)NaCl 0,9%","Sodium Chloride, (24)NaCl 0,9%",canonical:Sodium Chloride,1
VX-659 Matching Placebo,VX-659 Matching Placebo,ext:placebo,1
Triple Combination (TC) Matching Placebos,Triple Combination (TC) Matching Placebos,ext:placebo,1
Placebo plus tiotropium,Placebo plus tiotropium,ext:placebo,1
Placebo (for UPA),Placebo (for UPA),ext:placebo,1
Placebo Wipe,Placebo Wipe,ext:placebo,1
131I-MIP-1095,131I-MIP-1095,radiotracer/imaging,1
Scopolamine placebo,Scopolamine placebo,ext:placebo,1
BPN14770 placebo,BPN14770 placebo,ext:placebo,1
Tilmanocept (Technetium Tc 99m tilmanocept Injection),Tilmanocept (Technetium Tc 99m tilmanocept Injection),radiotracer/imaging,1
lactulose:mannitol (L:M) oral challenge,lactulose:mannitol (L:M) oral challenge,ext:mannitol,1
Multiple VS-105/placebo to HD subjects,Multiple VS-105/placebo to HD subjects,ext:placebo,1
Single VS-105/placebo to healthy,Single VS-105/placebo to healthy,ext:placebo,1
Multiple VS-105/placebo to healthy,Multiple VS-105/placebo to healthy,ext:placebo,1
F-18 florbetapir,F-18 florbetapir,radiotracer/imaging,1
Placebo Cetaphil cream,Placebo Cetaphil cream,ext:placebo,1
Saline Nebulization,Saline Nebulization,ext:saline,1
placebo+valproate,placebo+valproate,ext:placebo,1
Placebo for RO7239361,Placebo for RO7239361,ext:placebo,1
5% glucose water solution,5% glucose water solution,ext:glucose,1
0.09% Saline Solution,0.09% Saline Solution,ext:saline,1
Placebo (for TEA),Placebo (for TEA),ext:placebo,1
Placebo drug that simulates HuangKui capsule,Placebo drug that simulates HuangKui capsule,ext:placebo,1
AL3818 or placebo,AL3818 or placebo,ext:placebo,1
Placebo stressor,Placebo stressor,ext:placebo,1
Placebo drug that simulates Irbesartan tablets,Placebo drug that simulates Irbesartan tablets,ext:placebo,1
Cocaine Placebo,Cocaine Placebo,ext:placebo,1
Alcohol N-acetylcysteine,Alcohol N-acetylcysteine,ext:alcohol,1
Riboflavin Placebo,Riboflavin Placebo,ext:placebo,1
ozone oxygen mixture,ozone oxygen mixture,ext:oxygen,1
Placebo (for PRIM-DJ2727),Placebo (for PRIM-DJ2727),ext:placebo,1
CD10367 solution placebo - Desquamated zone,CD10367 solution placebo - Desquamated zone,ext:placebo,1
CD10367 solution placebo - Non-desquamated zone,CD10367 solution placebo - Non-desquamated zone,ext:placebo,1
"Magnesium Sulfate, Injectable","Magnesium Sulfate, Injectable",ext:magnesium sulfate,1
Miltefosine plus placebo,Miltefosine plus placebo,ext:placebo,1
[18F]T807 PET,[18F]T807 PET,radiotracer/imaging,1
Placebo domperidone,Placebo domperidone,ext:placebo,1
Placebo DA-9701,Placebo DA-9701,ext:placebo,1
Ketamine plus Magnesium sulfate,Ketamine plus Magnesium sulfate,ext:magnesium sulfate,1
placebo in-situ gel,placebo in-situ gel,ext:placebo,1
Zhi Chuan Capsule placebo,Zhi Chuan Capsule placebo,ext:placebo,1
Xie Wu Capsule placebo,Xie Wu Capsule placebo,ext:placebo,1
Ke Chuan Liu Wei Mixture placebo,Ke Chuan Liu Wei Mixture placebo,ext:placebo,1
Dan Ma Jia Tablet placebo,Dan Ma Jia Tablet placebo,ext:placebo,1
Chuan Xiong Ping Chuan Mixture placebo,Chuan Xiong Ping Chuan Mixture placebo,ext:placebo,1
Bu Shen Na Qi Granule placebo,Bu Shen Na Qi Granule placebo,ext:placebo,1
Fludeoxyglucose F 18 (FDG),Fludeoxyglucose F 18 (FDG),radiotracer/imaging,1
Recommendation and Counseling for Alcohol Pharmacotherapy,Recommendation and Counseling for Alcohol Pharmacotherapy,ext:alcohol,1
Triamcinolone Acetonide and normal saline solution,Triamcinolone Acetonide and normal saline solution,ext:saline,1
Placebo (for Fish Oil),Placebo (for Fish Oil),ext:placebo,1
Placebo 0.5mL,Placebo 0.5mL,ext:placebo,1
Placebo Capsule(s) Once a Day by Mouth,Placebo Capsule(s) Once a Day by Mouth,ext:placebo,1
Albendazole and praziquantel placebo,Albendazole and praziquantel placebo,ext:placebo,1
placebo to match ibrutinib,placebo to match ibrutinib,ext:placebo,1
Placebo (5% Dextrose),Placebo (5% Dextrose),ext:placebo,1
Control Group 0.9% Isotonic Saline,Control Group 0.9% Isotonic Saline,ext:saline,1
Active Treatment Group 7% Hypertonic Saline,Active Treatment Group 7% Hypertonic Saline,ext:saline,1
2% alcoholic chlorhexidine,2% alcoholic chlorhexidine,ext:alcohol,1
Steroid placebo,Steroid placebo,ext:placebo,1
NMDA placebo,NMDA placebo,ext:placebo,1
Phosphoethanolamine,Phosphoethanolamine,ext:ethanol,1
Technetium Sulfur Colloid,Technetium Sulfur Colloid,radiotracer/imaging,1
Placebo plus S1,Placebo plus S1,ext:placebo,1
placebo intake,placebo intake,ext:placebo,1
Essential oils without alcohol,Essential oils without alcohol,ext:alcohol,1
Placebo of valsartan,Placebo of valsartan,ext:placebo,1
Placebo of ramipril,Placebo of ramipril,ext:placebo,1
Sodium chloride 0.9% solution - metoprolol dummy,Sodium chloride 0.9% solution - metoprolol dummy,canonical:Sodium Chloride,1
Sodium chloride 0.9% solution - lipid emulsion dummy,Sodium chloride 0.9% solution - lipid emulsion dummy,canonical:Sodium Chloride,1
Saline-only catheter flush,Saline-only catheter flush,ext:saline,1
Intravenous normal saline 1 ml,Intravenous normal saline 1 ml,ext:saline,1
Placebo (for Bezafibrate),Placebo (for Bezafibrate),ext:placebo,1
Placebo Matching,Placebo Matching,ext:placebo,1
ACE-083 or placebo,ACE-083 or placebo,ext:placebo,1
0.45% saline in 5% dextrose,0.45% saline in 5% dextrose,ext:saline,1
Placebo as add-on,Placebo as add-on,ext:placebo,1
68Ga- PSMA,68Ga- PSMA,radiotracer/imaging,1
Placebo cutaneous solution,Placebo cutaneous solution,ext:placebo,1
Placebo (Oral),Placebo (Oral),ext:placebo,1
Placebo (Intranasal),Placebo (Intranasal),ext:placebo,1
Placebo (for phenoxymethylpenicillin),Placebo (for phenoxymethylpenicillin),ext:placebo,1
Placebo (for Prednisolone),Placebo (for Prednisolone),ext:placebo,1
Placebo (Vehicle) Topical,Placebo (Vehicle) Topical,ext:placebo,1
Manganese-enhanced MRI contrast reagent,Manganese-enhanced MRI contrast reagent,ext:contrast,1
Gadolinium-enhanced MRI contrast reagent,Gadolinium-enhanced MRI contrast reagent,ext:contrast,1
NOS Inhibition Placebo,NOS Inhibition Placebo,ext:placebo,1
ET-1 Inhibition Placebo,ET-1 Inhibition Placebo,ext:placebo,1
Lipophilic cream vehicle,Lipophilic cream vehicle,ext:vehicle,1
Placebo+Placebo,Placebo+Placebo,ext:placebo,1
AZD8601+Placebo (SAD),AZD8601+Placebo (SAD),ext:placebo,1
AZD8601+Placebo,AZD8601+Placebo,ext:placebo,1
BMS-986231 Placebo,BMS-986231 Placebo,ext:placebo,1
2.5%NaClO,2.5%NaClO,ext:nacl,1
Vehicle of SJP-0035 Ophthalmic solution,Vehicle of SJP-0035 Ophthalmic solution,ext:vehicle,1
Placebo (for pantoprazole),Placebo (for pantoprazole),ext:placebo,1
Placebo (for Ruxolitinib),Placebo (for Ruxolitinib),ext:placebo,1
Intravenous dose of 0.05 mL/kg of saline solution,Intravenous dose of 0.05 mL/kg of saline solution,ext:saline,1
"68Ga-NeoBOMB1, 2-vial kit","68Ga-NeoBOMB1, 2-vial kit",radiotracer/imaging,1
Placebo for BMS-986165,Placebo for BMS-986165,ext:placebo,1
Placebo oral morning dose,Placebo oral morning dose,ext:placebo,1
TCV-116CCB Placebo,TCV-116CCB Placebo,ext:placebo,1
Amlodipine Placebo,Amlodipine Placebo,ext:placebo,1
NaCl 9%,NaCl 9%,ext:nacl,1
Daprodustat large placebo,Daprodustat large placebo,ext:placebo,1
20% dextrose,20% dextrose,ext:dextrose,1
Injection of 68Ga-NODAGA-E(c[RGDyK])2,Injection of 68Ga-NODAGA-E(c[RGDyK])2,radiotracer/imaging,1
matching placebo sacubitril/valsartan (LCZ696),matching placebo sacubitril/valsartan (LCZ696),ext:placebo,1
matching placebo enalapril,matching placebo enalapril,ext:placebo,1
isotonic saline serum intravenous administration,isotonic saline serum intravenous administration,ext:saline,1
Darbepoetin alfa placebo,Darbepoetin alfa placebo,ext:placebo,1
Daprodustat small placebo,Daprodustat small placebo,ext:placebo,1
Metacavir Enteric-coated Capsules Placebo 160mg,Metacavir Enteric-coated Capsules Placebo 160mg,ext:placebo,1
Adefovir Dipivoxil Capsule Placebo 10mg,Adefovir Dipivoxil Capsule Placebo 10mg,ext:placebo,1
Placebo 1 10 mg + Placebo 2 5 mg,Placebo 1 10 mg + Placebo 2 5 mg,ext:placebo,1
PAC-14028 cream Vehicle,PAC-14028 cream Vehicle,ext:vehicle,1
Injection of PET tracer 68Ga-NOTA-AE105,Injection of PET tracer 68Ga-NOTA-AE105,radiotracer/imaging,1
Tolvaptan Matching-placebo,Tolvaptan Matching-placebo,ext:placebo,1
0.17 mL/kg Placebo,0.17 mL/kg Placebo,ext:placebo,1
Metacavir Enteric-coated Capsules Placebo 240mg,Metacavir Enteric-coated Capsules Placebo 240mg,ext:placebo,1
Metacavir Enteric-coated Capsules Placebo 320mg,Metacavir Enteric-coated Capsules Placebo 320mg,ext:placebo,1
Inactive Placebo Oral Capsule,Inactive Placebo Oral Capsule,ext:placebo,1
Ringer's Lactate solution intravenously,Ringer's Lactate solution intravenously,ext:ringer,1
Normal Saline intrathecally,Normal Saline intrathecally,ext:saline,1
Normal Saline added intrathecally,Normal Saline added intrathecally,ext:saline,1
Tamsulosin 0.2mg + Placebo(Solifenacin),Tamsulosin 0.2mg + Placebo(Solifenacin),ext:placebo,1
oral sodium bicarbonate,oral sodium bicarbonate,ext:sodium bicarbonate,1
i.v. sodium bicarbonate,i.v. sodium bicarbonate,ext:sodium bicarbonate,1
Matched placebo for OE celecoxib capsule,Matched placebo for OE celecoxib capsule,ext:placebo,1
Matched placebo for OE amlodipine besylate tablet,Matched placebo for OE amlodipine besylate tablet,ext:placebo,1
Placebo cream application,Placebo cream application,ext:placebo,1
Gadolinium DOTA Meglumine,Gadolinium DOTA Meglumine,ext:gadolinium,1
placebo comparator of N-acetylcysteine,placebo comparator of N-acetylcysteine,ext:placebo,1
Placebos tranexamic acid,Placebos tranexamic acid,ext:placebo,1
Placebos iron isomaltoside 1000,Placebos iron isomaltoside 1000,ext:placebo,1
placebo of clopidogrel,placebo of clopidogrel,ext:placebo,1
Saline Solution Intravenous Infusion,Saline Solution Intravenous Infusion,ext:saline,1
0.10 mL/kg Placebo,0.10 mL/kg Placebo,ext:placebo,1
Placebos healing phase,Placebos healing phase,ext:placebo,1
Placebos active phase,Placebos active phase,ext:placebo,1
IV Oxytocin + IM placebo,IV Oxytocin + IM placebo,ext:placebo,1
IM Oxytocin + IV placebo,IM Oxytocin + IV placebo,ext:placebo,1
0.05 mL/kg Placebo,0.05 mL/kg Placebo,ext:placebo,1
Placebo of Acetyl-L-Carnitine,Placebo of Acetyl-L-Carnitine,ext:placebo,1
NaCl 0.9 %,NaCl 0.9 %,ext:nacl,1
Normal saline application,Normal saline application,ext:saline,1
Placebo-matching Rapastinel,Placebo-matching Rapastinel,ext:placebo,1
Florbetapir F 18 PET Scan,Florbetapir F 18 PET Scan,radiotracer/imaging,1
[11C] (+)-4-propyl-(+)-4-propyl-9-hydroxynaphthoxazine (PHNO),[11C] (+)-4-propyl-(+)-4-propyl-9-hydroxynaphthoxazine (PHNO),radiotracer/imaging,1
placebo(for thalidomide),placebo(for thalidomide),ext:placebo,1
Placebo (for Lactoferrin),Placebo (for Lactoferrin),ext:placebo,1
PF-06700841 or Placebo,PF-06700841 or Placebo,ext:placebo,1
carbon dioxide,carbon dioxide,ext:carbon dioxide,1
Azithromycin and Placebo,Azithromycin and Placebo,ext:placebo,1
Ivabradine and placebo,Ivabradine and placebo,ext:placebo,1
Placebo (for Omega 3 fatty acid supplement),Placebo (for Omega 3 fatty acid supplement),ext:placebo,1
SYMBICORT placebo,SYMBICORT placebo,ext:placebo,1
SPIROMAX Placebo,SPIROMAX Placebo,ext:placebo,1
Placebo matching with BMS-955176,Placebo matching with BMS-955176,ext:placebo,1
Placebo of Clindamycin Phosphate and Benzoyl Peroxide Topical Gel 1.2%/2.5% product,Placebo of Clindamycin Phosphate and Benzoyl Peroxide Topical Gel 1.2%/2.5% product,ext:placebo,1
Matching placebo for dexamethasone IV,Matching placebo for dexamethasone IV,ext:placebo,1
Matching placebo for dexamethasone per os,Matching placebo for dexamethasone per os,ext:placebo,1
Magnesium Sulfate & albuterol,Magnesium Sulfate & albuterol,ext:magnesium sulfate,1
Rosuvastatin or identical placebo,Rosuvastatin or identical placebo,ext:placebo,1
Prednisone+placebo of Doxycycline,Prednisone+placebo of Doxycycline,ext:placebo,1
Doxycycline+placebo of Prednisone,Doxycycline+placebo of Prednisone,ext:placebo,1
single dose of placebo,single dose of placebo,ext:placebo,1
Preservative-free normal saline,Preservative-free normal saline,ext:saline,1
subtenons control - 0.5 cc of Normal Saline,subtenons control - 0.5 cc of Normal Saline,ext:saline,1
WC3036-13P/Vehicle Only 0.5%,WC3036-13P/Vehicle Only 0.5%,ext:vehicle,1
WC3036-12F/Alprostadil in Vehicle 0.5%,WC3036-12F/Alprostadil in Vehicle 0.5%,ext:vehicle,1
WC3036-11F/Alprostadil in Vehicle 2.5%,WC3036-11F/Alprostadil in Vehicle 2.5%,ext:vehicle,1
placebo/valsartan,placebo/valsartan,ext:placebo,1
18F-fludeoxyglucose (18F-FDG),18F-fludeoxyglucose (18F-FDG),radiotracer/imaging,1
Placebo(for Risedronate),Placebo(for Risedronate),ext:placebo,1
Part B: matching placebo,Part B: matching placebo,ext:placebo,1
Part A: matching placebo,Part A: matching placebo,ext:placebo,1
Placebo(for risedronate combine),Placebo(for risedronate combine),ext:placebo,1
Epirisone 50mg or placebo TID,Epirisone 50mg or placebo TID,ext:placebo,1
Hydration strategy using saline,Hydration strategy using saline,ext:saline,1
Neosaxitoxin in saline,Neosaxitoxin in saline,ext:saline,1
Placebo/FOLFOX,Placebo/FOLFOX,ext:placebo,1
Placebo Comparator (for hCG),Placebo Comparator (for hCG),ext:placebo,1
Hydration strategy using sodium bicarbonate,Hydration strategy using sodium bicarbonate,ext:sodium bicarbonate,1
Vehicle Topical Cream,Vehicle Topical Cream,ext:vehicle,1
Placebo(Metformin),Placebo(Metformin),ext:placebo,1
Placebo(Gemigliptin),Placebo(Gemigliptin),ext:placebo,1
Placebo Comparator: .9 normal saline,Placebo Comparator: .9 normal saline,ext:placebo,1
Placebo (for Prednisone),Placebo (for Prednisone),ext:placebo,1
Placebo (For imatinib mesylate),Placebo (For imatinib mesylate),ext:placebo,1
"0,9% NaCl flush","0,9% NaCl flush",ext:nacl,1
Placebo of Test product,Placebo of Test product,ext:placebo,1
Placebo of Reference product,Placebo of Reference product,ext:placebo,1
Tocilizumab Placebo,Tocilizumab Placebo,ext:placebo,1
Diazepam/placebo,Diazepam/placebo,ext:placebo,1
CD07805/47 gel Placebo,CD07805/47 gel Placebo,ext:placebo,1
placebo ointment (vehicle),placebo ointment (vehicle),ext:placebo,1
"PER977, Placebo","PER977, Placebo",ext:placebo,1
Placebo SAR302503,Placebo SAR302503,ext:placebo,1
Placebo QAW039,Placebo QAW039,ext:placebo,1
Olmetec® Plus 20/12.5mg and placebo,Olmetec Plus 20/12.5mg and placebo,ext:placebo,1
CS8635 20/5/12.5mg and placebo,CS8635 20/5/12.5mg and placebo,ext:placebo,1
Placebo and celecoxib,Placebo and celecoxib,ext:placebo,1
Placebo for Ribavirin,Placebo for Ribavirin,ext:placebo,1
No PVC Suppression using Placebo,No PVC Suppression using Placebo,ext:placebo,1
89Zr-MMOT0530A,89Zr-MMOT0530A,radiotracer/imaging,1
89Zr-trastuzumab injection,89Zr-trastuzumab injection,radiotracer/imaging,1
Fasiglifam (TAK-875) Placebo,Fasiglifam (TAK-875) Placebo,ext:placebo,1
"Syntocinon Placebo Formulation, 40IU","Syntocinon Placebo Formulation, 40IU",ext:placebo,1
E2/NETA placebo,E2/NETA placebo,ext:placebo,1
placebo followed by hydrocortisone hemisuccinate,placebo followed by hydrocortisone hemisuccinate,ext:placebo,1
BKM120 Placebo,BKM120 Placebo,ext:placebo,1
Saline (0.9%),Saline (0.9%),ext:saline,1
(Glucose-Insulin-Potassium)GIK group,(Glucose-Insulin-Potassium)GIK group,ext:glucose,1
Placebo to match AZD8848,Placebo to match AZD8848,ext:placebo,1
Glucose 50 MG/ML,Glucose 50 MG/ML,ext:glucose,1
Matching placebo single dose IV infusion,Matching placebo single dose IV infusion,ext:placebo,1
Matching placebo single dose IH,Matching placebo single dose IH,ext:placebo,1
Matching placebo repeat dose IV infusion,Matching placebo repeat dose IV infusion,ext:placebo,1
Matching placebo repeat dose IH,Matching placebo repeat dose IH,ext:placebo,1
Fumaderm® placebo,Fumaderm placebo,ext:placebo,1
FP187 placebo,FP187 placebo,ext:placebo,1
Arm2: Placebo,Arm2: Placebo,ext:placebo,1
Papaverine or placebo,Papaverine or placebo,ext:placebo,1
CSTC1 Matched vehicle,CSTC1 Matched vehicle,ext:vehicle,1
Saline isotonic solution,Saline isotonic solution,ext:saline,1
RV1729 matching placebo: 14 day repeat dose,RV1729 matching placebo: 14 day repeat dose,ext:placebo,1
NaCl 3%,NaCl 3%,ext:nacl,1
Intravenous ethanol placebo plus nicotine infusions,Intravenous ethanol placebo plus nicotine infusions,ext:placebo,1
Sterile Normal Saline%,Sterile Normal Saline%,ext:saline,1
intravenous ethanol 40mg% plus nicotine infusions,intravenous ethanol 40mg% plus nicotine infusions,ext:ethanol,1
intravenous ethanol 100mg% plus nicotine infusions,intravenous ethanol 100mg% plus nicotine infusions,ext:ethanol,1
Placebo ACCUHALER/DISKUS,Placebo ACCUHALER/DISKUS,ext:placebo,1
Placebo patchs,Placebo patchs,ext:placebo,1
Normal saline enema,Normal saline enema,ext:saline,1
injection of NaCl 0.9%,injection of NaCl 0.9%,canonical:NaCl 0.9%,1
Buparlisib placebo,Buparlisib placebo,ext:placebo,1
placebo c-PDT,placebo c-PDT,ext:placebo,1
vehicle foam,vehicle foam,ext:vehicle,1
Hypertonic saline 3% bolus administration,Hypertonic saline 3% bolus administration,ext:saline,1
20% mannitol bolus administration,20% mannitol bolus administration,ext:mannitol,1
AVI-7100 versus placebo,AVI-7100 versus placebo,ext:placebo,1
Placebo (5 percent dextrose - D5W),Placebo (5 percent dextrose - D5W),ext:placebo,1
AL-4943A ophthalmic solution vehicle,AL-4943A ophthalmic solution vehicle,ext:vehicle,1
multiple doses of sucrose,multiple doses of sucrose,ext:sucrose,1
Placebos morning,Placebos morning,ext:placebo,1
Placebo evening,Placebo evening,ext:placebo,1
Imotun capsule placebo,Imotun capsule placebo,ext:placebo,1
Liraglutide placebo,Liraglutide placebo,ext:placebo,1
Exenatide placebo,Exenatide placebo,ext:placebo,1
Saline solution 0.9%,Saline solution 0.9%,ext:saline,1
Placebo (Dextrose),Placebo (Dextrose),ext:placebo,1
placebo saline drops,placebo saline drops,ext:placebo,1
Inspired oxygen (40%),Inspired oxygen (40%),ext:oxygen,1
Placebo matching BI 655064,Placebo matching BI 655064,ext:placebo,1
"Sitagliptin, placebo","Sitagliptin, placebo",ext:placebo,1
Chlorhexidine Digluconate Mouthwash without Alcohol,Chlorhexidine Digluconate Mouthwash without Alcohol,ext:alcohol,1
Chlorhexidine Digluconate Mouthwash with Alcohol,Chlorhexidine Digluconate Mouthwash with Alcohol,ext:alcohol,1
CBSST + Placebo,CBSST + Placebo,ext:placebo,1
Placebo for fenofibrate,Placebo for fenofibrate,ext:placebo,1
Placebo matching with BMS-813160,Placebo matching with BMS-813160,ext:placebo,1
EBI-005-1 Placebo,EBI-005-1 Placebo,ext:placebo,1
Placebo: Oil,Placebo: Oil,ext:placebo,1
Placebo hypogonadal,Placebo hypogonadal,ext:placebo,1
Placebo eugonadal,Placebo eugonadal,ext:placebo,1
Placebo Comparator - nitrogen gas,Placebo Comparator - nitrogen gas,ext:nitrogen,1
Dextrose powder,Dextrose powder,ext:dextrose,1
Vehicle Ophthalmic Ointment,Vehicle Ophthalmic Ointment,ext:vehicle,1
Placebo to match ondansetron,Placebo to match ondansetron,ext:placebo,1
Placebo to Aprepitant,Placebo to Aprepitant,ext:placebo,1
Placebo (for sunitinib),Placebo (for sunitinib),ext:placebo,1
normal saline placebo (for bupivacaine),normal saline placebo (for bupivacaine),ext:placebo,1
E6011 Matching Placebo,E6011 Matching Placebo,ext:placebo,1
Placebo capsule of DLBS3233,Placebo capsule of DLBS3233,ext:placebo,1
Placebo caplet of Metformin XR,Placebo caplet of Metformin XR,ext:placebo,1
Placebo matching BMS-986094/INX-08189,Placebo matching BMS-986094/INX-08189,ext:placebo,1
Medical Grade Oxygen,Medical Grade Oxygen,ext:oxygen,1
"Placebo, RVX000222","Placebo, RVX000222",ext:placebo,1
Ribavirin-placebo: 8-week treatment,Ribavirin-placebo: 8-week treatment,ext:placebo,1
Faldaprevir-placebo: 8-week treatment,Faldaprevir-placebo: 8-week treatment,ext:placebo,1
